samplename_index_lane readgroup_id readgroup_platform path_to_R1_fastq_file path_to_R2_fastq_file
SinCPnd010_Ex12F_L2 22MK23LT3:2 illumina modern/Sin-CPnd_010-Ex1-2F-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_010-Ex1-2F-lcwgs-1-1.2.fq.gz
SinCPnd011_Ex110H_L2 22MK23LT3:2 illumina modern/Sin-CPnd_011-Ex1-10H-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_011-Ex1-10H-lcwgs-1-1.2.fq.gz
SinCPnd012_Ex12G_L2 22MK23LT3:2 illumina modern/Sin-CPnd_012-Ex1-2G-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_012-Ex1-2G-lcwgs-1-1.2.fq.gz
SinCPnd013_Ex14E_L2 22MK23LT3:2 illumina modern/Sin-CPnd_013-Ex1-4E-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_013-Ex1-4E-lcwgs-1-1.2.fq.gz
SinCPnd013_Ex14E_L6 22M5VHLT4:6 illumina modern/Sin-CPnd_013-Ex1-4E-lcwgs-1-2.1.fq.gz modern/Sin-CPnd_013-Ex1-4E-lcwgs-1-2.2.fq.gz
SinCPnd014_Ex13F_L2 22MK23LT3:2 illumina modern/Sin-CPnd_014-Ex1-3F-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_014-Ex1-3F-lcwgs-1-1.2.fq.gz
SinCPnd015_Ex14A_L2 22MK23LT3:2 illumina modern/Sin-CPnd_015-Ex1-4A-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_015-Ex1-4A-lcwgs-1-1.2.fq.gz
SinCPnd015_Ex14A_L6 22M5VHLT4:6 illumina modern/Sin-CPnd_015-Ex1-4A-lcwgs-1-2.1.fq.gz modern/Sin-CPnd_015-Ex1-4A-lcwgs-1-2.2.fq.gz
SinCPnd016_Ex11E_L2 22MK23LT3:2 illumina modern/Sin-CPnd_016-Ex1-1E-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_016-Ex1-1E-lcwgs-1-1.2.fq.gz
SinCPnd017_Ex14G_L2 22MK23LT3:2 illumina modern/Sin-CPnd_017-Ex1-4G-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_017-Ex1-4G-lcwgs-1-1.2.fq.gz
SinCPnd018_Ex111A_L2 22MK23LT3:2 illumina modern/Sin-CPnd_018-Ex1-11A-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_018-Ex1-11A-lcwgs-1-1.2.fq.gz
SinCPnd018_Ex111A_L6 22M5VHLT4:6 illumina modern/Sin-CPnd_018-Ex1-11A-lcwgs-1-2.1.fq.gz modern/Sin-CPnd_018-Ex1-11A-lcwgs-1-2.2.fq.gz
SinCPnd019_Ex11H_L2 22MK23LT3:2 illumina modern/Sin-CPnd_019-Ex1-1H-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_019-Ex1-1H-lcwgs-1-1.2.fq.gz
SinCPnd019_Ex11H_L6 22M5VHLT4:6 illumina modern/Sin-CPnd_019-Ex1-1H-lcwgs-1-2.1.fq.gz modern/Sin-CPnd_019-Ex1-1H-lcwgs-1-2.2.fq.gz
SinCPnd020_Ex112E_L2 22MK23LT3:2 illumina modern/Sin-CPnd_020-Ex1-12E-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_020-Ex1-12E-lcwgs-1-1.2.fq.gz
SinCPnd020_Ex112E_L6 22M5VHLT4:6 illumina modern/Sin-CPnd_020-Ex1-12E-lcwgs-1-2.1.fq.gz modern/Sin-CPnd_020-Ex1-12E-lcwgs-1-2.2.fq.gz
SinCPnd021_Ex13D_L2 22MK23LT3:2 illumina modern/Sin-CPnd_021-Ex1-3D-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_021-Ex1-3D-lcwgs-1-1.2.fq.gz
SinCPnd021_Ex13D_L6 22M5VHLT4:6 illumina modern/Sin-CPnd_021-Ex1-3D-lcwgs-1-2.1.fq.gz modern/Sin-CPnd_021-Ex1-3D-lcwgs-1-2.2.fq.gz
SinCPnd022_Ex11D_L2 22MK23LT3:2 illumina modern/Sin-CPnd_022-Ex1-1D-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_022-Ex1-1D-lcwgs-1-1.2.fq.gz
SinCPnd022_Ex11D_L6 22M5VHLT4:6 illumina modern/Sin-CPnd_022-Ex1-1D-lcwgs-1-2.1.fq.gz modern/Sin-CPnd_022-Ex1-1D-lcwgs-1-2.2.fq.gz
SinCPnd023_Ex112B_L2 22MK23LT3:2 illumina modern/Sin-CPnd_023-Ex1-12B-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_023-Ex1-12B-lcwgs-1-1.2.fq.gz
SinCPnd023_Ex112B_L6 22M5VHLT4:6 illumina modern/Sin-CPnd_023-Ex1-12B-lcwgs-1-2.1.fq.gz modern/Sin-CPnd_023-Ex1-12B-lcwgs-1-2.2.fq.gz
SinCPnd024_Ex112C_L2 22MK23LT3:2 illumina modern/Sin-CPnd_024-Ex1-12C-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_024-Ex1-12C-lcwgs-1-1.2.fq.gz
SinCPnd024_Ex112C_L6 22M5VHLT4:6 illumina modern/Sin-CPnd_024-Ex1-12C-lcwgs-1-2.1.fq.gz modern/Sin-CPnd_024-Ex1-12C-lcwgs-1-2.2.fq.gz
SinCPnd025_Ex13B_L2 22MK23LT3:2 illumina modern/Sin-CPnd_025-Ex1-3B-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_025-Ex1-3B-lcwgs-1-1.2.fq.gz
SinCPnd025_Ex13B_L6 22M5VHLT4:6 illumina modern/Sin-CPnd_025-Ex1-3B-lcwgs-1-2.1.fq.gz modern/Sin-CPnd_025-Ex1-3B-lcwgs-1-2.2.fq.gz
SinCPnd026_Ex11G_L2 22MK23LT3:2 illumina modern/Sin-CPnd_026-Ex1-1G-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_026-Ex1-1G-lcwgs-1-1.2.fq.gz
SinCPnd027_Ex13A_L2 22MK23LT3:2 illumina modern/Sin-CPnd_027-Ex1-3A-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_027-Ex1-3A-lcwgs-1-1.2.fq.gz
SinCPnd028_Ex112H_L2 22MK23LT3:2 illumina modern/Sin-CPnd_028-Ex1-12H-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_028-Ex1-12H-lcwgs-1-1.2.fq.gz
SinCPnd028_Ex112H_L6 22M5VHLT4:6 illumina modern/Sin-CPnd_028-Ex1-12H-lcwgs-1-2.1.fq.gz modern/Sin-CPnd_028-Ex1-12H-lcwgs-1-2.2.fq.gz
SinCPnd029_Ex14D_L2 22MK23LT3:2 illumina modern/Sin-CPnd_029-Ex1-4D-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_029-Ex1-4D-lcwgs-1-1.2.fq.gz
SinCPnd029_Ex14D_L6 22M5VHLT4:6 illumina modern/Sin-CPnd_029-Ex1-4D-lcwgs-1-2.1.fq.gz modern/Sin-CPnd_029-Ex1-4D-lcwgs-1-2.2.fq.gz
SinCPnd030_Ex110B_L2 22MK23LT3:2 illumina modern/Sin-CPnd_030-Ex1-10B-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_030-Ex1-10B-lcwgs-1-1.2.fq.gz
SinCPnd031_Ex13G_L2 22MK23LT3:2 illumina modern/Sin-CPnd_031-Ex1-3G-lcwgs-1-1.1.fq.gz modern/Sin-CPnd_031-Ex1-3G-lcwgs-1-1.2.fq.gz
