Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Sin-APnd_001-Ex1-6G-lcwgs-1-2.1	Sin-APnd_001-Ex1-6G-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	129201283.0	0.0	150.0	44.0	51.87391194755509	150.0	pass	pass	fail	pass	fail	fail	pass	pass	warn	fail	fail
Sin-APnd_001-Ex1-6G-lcwgs-1-2.2	Sin-APnd_001-Ex1-6G-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	129201283.0	0.0	150.0	48.0	53.02213713284498	150.0	pass	warn	fail	pass	fail	fail	pass	pass	warn	fail	fail
Sin-APnd_002-Ex1-3G-lcwgs-1-2.1	Sin-APnd_002-Ex1-3G-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45134571.0	0.0	150.0	45.0	72.29866262770517	150.0	pass	pass	fail	pass	fail	warn	pass	pass	pass	fail	fail
Sin-APnd_002-Ex1-3G-lcwgs-1-2.2	Sin-APnd_002-Ex1-3G-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45134571.0	0.0	150.0	48.0	72.95211822482239	150.0	pass	warn	fail	pass	fail	fail	pass	pass	pass	fail	fail
Sin-APnd_003-Ex1-3H-lcwgs-1-2.1	Sin-APnd_003-Ex1-3H-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	107211981.0	0.0	150.0	44.0	59.16659268465955	150.0	pass	pass	fail	pass	fail	warn	pass	pass	warn	fail	fail
Sin-APnd_003-Ex1-3H-lcwgs-1-2.2	Sin-APnd_003-Ex1-3H-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	107211981.0	0.0	150.0	47.0	60.198584187787304	150.0	pass	pass	fail	pass	fail	fail	pass	pass	warn	fail	fail
Sin-APnd_004-Ex1-4A-lcwgs-1-2.1	Sin-APnd_004-Ex1-4A-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	77532607.0	0.0	150.0	46.0	46.0283355911575	150.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
Sin-APnd_004-Ex1-4A-lcwgs-1-2.2	Sin-APnd_004-Ex1-4A-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	77532607.0	0.0	150.0	50.0	47.375079266343185	150.0	pass	warn	fail	pass	fail	fail	pass	pass	fail	fail	fail
Sin-APnd_005-Ex1-4B-lcwgs-1-2.1	Sin-APnd_005-Ex1-4B-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	125204479.0	0.0	150.0	56.0	44.62048218223946	150.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
Sin-APnd_005-Ex1-4B-lcwgs-1-2.2	Sin-APnd_005-Ex1-4B-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	125204479.0	0.0	150.0	63.0	45.16824144004764	150.0	pass	warn	fail	pass	fail	fail	pass	pass	fail	fail	fail
Sin-APnd_006-Ex1-4C-lcwgs-1-2.1	Sin-APnd_006-Ex1-4C-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	75549572.0	0.0	150.0	44.0	53.983858315486245	150.0	pass	pass	fail	pass	fail	warn	pass	pass	warn	fail	fail
Sin-APnd_006-Ex1-4C-lcwgs-1-2.2	Sin-APnd_006-Ex1-4C-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	75549572.0	0.0	150.0	47.0	54.985122560957464	150.0	pass	warn	fail	pass	fail	fail	pass	pass	warn	fail	fail
Sin-APnd_007-Ex1-4D-lcwgs-1-2.1	Sin-APnd_007-Ex1-4D-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	79876949.0	0.0	150.0	46.0	62.946088054283635	150.0	pass	pass	fail	pass	fail	fail	pass	pass	warn	fail	fail
Sin-APnd_007-Ex1-4D-lcwgs-1-2.2	Sin-APnd_007-Ex1-4D-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	79876949.0	0.0	150.0	50.0	63.64455828240677	150.0	pass	warn	fail	pass	fail	fail	pass	pass	warn	fail	fail
Sin-APnd_008-Ex1-4E-lcwgs-1-2.1	Sin-APnd_008-Ex1-4E-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	96973866.0	0.0	150.0	45.0	49.33897124347787	150.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
