samplename_index_lane readgroup_id readgroup_platform path_to_R1_fastq_file path_to_R2_fastq_file
SinAPnd001_Ex16G_L6 22M5VHLT4:6 illumina historical/Sin-APnd_001-Ex1-6G-lcwgs-1-2.1.fq.gz historical/Sin-APnd_001-Ex1-6G-lcwgs-1-2.2.fq.gz
SinAPnd002_Ex13G_L6 22M5VHLT4:6 illumina historical/Sin-APnd_002-Ex1-3G-lcwgs-1-2.1.fq.gz historical/Sin-APnd_002-Ex1-3G-lcwgs-1-2.2.fq.gz
SinAPnd003_Ex13H_L6 22M5VHLT4:6 illumina historical/Sin-APnd_003-Ex1-3H-lcwgs-1-2.1.fq.gz historical/Sin-APnd_003-Ex1-3H-lcwgs-1-2.2.fq.gz
SinAPnd004_Ex14A_L6 22M5VHLT4:6 illumina historical/Sin-APnd_004-Ex1-4A-lcwgs-1-2.1.fq.gz historical/Sin-APnd_004-Ex1-4A-lcwgs-1-2.2.fq.gz
SinAPnd005_Ex14B_L6 22M5VHLT4:6 illumina historical/Sin-APnd_005-Ex1-4B-lcwgs-1-2.1.fq.gz historical/Sin-APnd_005-Ex1-4B-lcwgs-1-2.2.fq.gz
SinAPnd006_Ex14C_L6 22M5VHLT4:6 illumina historical/Sin-APnd_006-Ex1-4C-lcwgs-1-2.1.fq.gz historical/Sin-APnd_006-Ex1-4C-lcwgs-1-2.2.fq.gz
SinAPnd007_Ex14D_L6 22M5VHLT4:6 illumina historical/Sin-APnd_007-Ex1-4D-lcwgs-1-2.1.fq.gz historical/Sin-APnd_007-Ex1-4D-lcwgs-1-2.2.fq.gz
SinAPnd008_Ex14E_L6 22M5VHLT4:6 illumina historical/Sin-APnd_008-Ex1-4E-lcwgs-1-2.1.fq.gz historical/Sin-APnd_008-Ex1-4E-lcwgs-1-2.2.fq.gz
SinAPnd009_Ex14F_L6 22M5VHLT4:6 illumina historical/Sin-APnd_009-Ex1-4F-lcwgs-1-2.1.fq.gz historical/Sin-APnd_009-Ex1-4F-lcwgs-1-2.2.fq.gz
SinAPnd010_Ex14G_L6 22M5VHLT4:6 illumina historical/Sin-APnd_010-Ex1-4G-lcwgs-1-2.1.fq.gz historical/Sin-APnd_010-Ex1-4G-lcwgs-1-2.2.fq.gz
SinAPnd011_Ex14H_L6 22M5VHLT4:6 illumina historical/Sin-APnd_011-Ex1-4H-lcwgs-1-2.1.fq.gz historical/Sin-APnd_011-Ex1-4H-lcwgs-1-2.2.fq.gz
SinAPnd012_Ex15A_L6 22M5VHLT4:6 illumina historical/Sin-APnd_012-Ex1-5A-lcwgs-1-2.1.fq.gz historical/Sin-APnd_012-Ex1-5A-lcwgs-1-2.2.fq.gz
SinAPnd013_Ex15B_L6 22M5VHLT4:6 illumina historical/Sin-APnd_013-Ex1-5B-lcwgs-1-2.1.fq.gz historical/Sin-APnd_013-Ex1-5B-lcwgs-1-2.2.fq.gz
SinAPnd014_Ex15C_L6 22M5VHLT4:6 illumina historical/Sin-APnd_014-Ex1-5C-lcwgs-1-2.1.fq.gz historical/Sin-APnd_014-Ex1-5C-lcwgs-1-2.2.fq.gz
SinAPnd015_Ex15D_L6 22M5VHLT4:6 illumina historical/Sin-APnd_015-Ex1-5D-lcwgs-1-2.1.fq.gz historical/Sin-APnd_015-Ex1-5D-lcwgs-1-2.2.fq.gz
SinAPnd016_Ex15E_L6 22M5VHLT4:6 illumina historical/Sin-APnd_016-Ex1-5E-lcwgs-1-2.1.fq.gz historical/Sin-APnd_016-Ex1-5E-lcwgs-1-2.2.fq.gz
SinAPnd017_Ex15F_L6 22M5VHLT4:6 illumina historical/Sin-APnd_017-Ex1-5F-lcwgs-1-2.1.fq.gz historical/Sin-APnd_017-Ex1-5F-lcwgs-1-2.2.fq.gz
SinAPnd018_Ex15G_L6 22M5VHLT4:6 illumina historical/Sin-APnd_018-Ex1-5G-lcwgs-1-2.1.fq.gz historical/Sin-APnd_018-Ex1-5G-lcwgs-1-2.2.fq.gz
SinAPnd019_Ex15H_L6 22M5VHLT4:6 illumina historical/Sin-APnd_019-Ex1-5H-lcwgs-1-2.1.fq.gz historical/Sin-APnd_019-Ex1-5H-lcwgs-1-2.2.fq.gz
SinAPnd020_Ex16A_L6 22M5VHLT4:6 illumina historical/Sin-APnd_020-Ex1-6A-lcwgs-1-2.1.fq.gz historical/Sin-APnd_020-Ex1-6A-lcwgs-1-2.2.fq.gz
SinAPnd021_Ex16B_L6 22M5VHLT4:6 illumina historical/Sin-APnd_021-Ex1-6B-lcwgs-1-2.1.fq.gz historical/Sin-APnd_021-Ex1-6B-lcwgs-1-2.2.fq.gz
SinAPnd022_Ex16C_L6 22M5VHLT4:6 illumina historical/Sin-APnd_022-Ex1-6C-lcwgs-1-2.1.fq.gz historical/Sin-APnd_022-Ex1-6C-lcwgs-1-2.2.fq.gz
SinAPnd023_Ex16D_L6 22M5VHLT4:6 illumina historical/Sin-APnd_023-Ex1-6D-lcwgs-1-2.1.fq.gz historical/Sin-APnd_023-Ex1-6D-lcwgs-1-2.2.fq.gz
SinAPnd024_Ex16E_L6 22M5VHLT4:6 illumina historical/Sin-APnd_024-Ex1-6E-lcwgs-1-2.1.fq.gz historical/Sin-APnd_024-Ex1-6E-lcwgs-1-2.2.fq.gz
SinAPnd025_Ex16F_L6 22M5VHLT4:6 illumina historical/Sin-APnd_025-Ex1-6F-lcwgs-1-2.1.fq.gz historical/Sin-APnd_025-Ex1-6F-lcwgs-1-2.2.fq.gz
