"Era","theta_n","theta_mean","theta_median","theta_sd","theta_se","depth_mean","depth_median","depth_sd","depth_se"
"Albatross - ATLAS GERP recalibration",25,0.0171441363210967,0.0172731442068975,0.000856576743966403,0.000171315348793281,4.91111506683289,4.68716557255713,1.37385556922337,0.274771113844675
"Contemporary - ATLAS GERP recalibration",48,0.0490516893699611,0.0220672217982363,0.094291081633469,0.0136097453408161,0.264600364867393,0.120895912948181,0.501819359992435,0.0724313856440496
