"Hypothesis","Estimate","Est.Error","CI.Lower","CI.Upper","Evid.Ratio","Post.Prob","Star"
"(EraModern) < 0",0.0200508081896064,0.00932197349484304,0.00468192307450139,0.0355160060225468,0.0158300177770253,0.0155833333333333,""
