Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Sin-APnd_001-Ex1-6G-lcwgs-1-2.clmp.fp2_r1_screen	62701129	1795184.0	2.86	932.0	0.0	0.0	0.0	1956.0	0.0	248285.0	0.39	1506185.0	2.4000000000000004	2693106.0	4.29	907991.0	1.4400000000000002	1845709.0	2.9499999999999997	1039965.0	1.66	1396894.0	2.23	1169449.0	1.8699999999999999	59352888	94.66
Sin-APnd_001-Ex1-6G-lcwgs-1-2.clmp.fp2_r2_screen	62701129	1827513.0	2.9	897.0	0.0	0.0	0.0	314.0	0.0	281671.0	0.45	1530269.0	2.4400000000000004	2726480.0	4.3500000000000005	935358.0	1.49	1882100.0	3.01	1070615.0	1.71	1426399.0	2.28	1201551.0	1.91	59321538	94.61
Sin-APnd_002-Ex1-3G-lcwgs-1-2.clmp.fp2_r1_screen	29734176	647983.0	2.17	404.0	0.0	0.0	0.0	448.0	0.0	96880.0	0.32	519725.0	1.75	975562.0	3.29	330174.0	1.11	653917.0	2.1999999999999997	375632.0	1.27	491309.0	1.64	416082.0	1.4	28518048	95.91
Sin-APnd_002-Ex1-3G-lcwgs-1-2.clmp.fp2_r2_screen	29734176	653717.0	2.2	383.0	0.0	0.0	0.0	55.0	0.0	103853.0	0.35000000000000003	524563.0	1.7599999999999998	982104.0	3.3	335338.0	1.12	660035.0	2.23	381333.0	1.29	496660.0	1.66	422112.0	1.42	28512101	95.89
Sin-APnd_003-Ex1-3H-lcwgs-1-2.clmp.fp2_r1_screen	57948339	1450794.0	2.51	901.0	0.0	0.0	0.0	1271.0	0.0	259210.0	0.45	1285474.0	2.21	2154325.0	3.7199999999999998	733665.0	1.27	1443088.0	2.4899999999999998	855587.0	1.48	1128365.0	1.95	926499.0	1.5999999999999999	55161023	95.19
Sin-APnd_003-Ex1-3H-lcwgs-1-2.clmp.fp2_r2_screen	57948339	1460450.0	2.53	870.0	0.0	0.0	0.0	94.0	0.0	269083.0	0.46	1289012.0	2.2199999999999998	2164856.0	3.74	739080.0	1.28	1454892.0	2.51	864745.0	1.49	1136825.0	1.97	936427.0	1.6199999999999999	55155229	95.18
Sin-APnd_004-Ex1-4A-lcwgs-1-2.clmp.fp2_r1_screen	34856245	1384893.0	3.97	876.0	0.0	0.0	0.0	969.0	0.0	226279.0	0.65	1368176.0	3.93	2009712.0	5.76	778354.0	2.23	1415370.0	4.06	856984.0	2.46	1093150.0	3.1399999999999997	954451.0	2.7300000000000004	32259454	92.55
Sin-APnd_004-Ex1-4A-lcwgs-1-2.clmp.fp2_r2_screen	34856245	1391284.0	3.99	834.0	0.0	0.0	0.0	89.0	0.0	236267.0	0.68	1366490.0	3.92	2015633.0	5.78	780990.0	2.24	1423601.0	4.09	861523.0	2.4699999999999998	1098576.0	3.15	960953.0	2.76	32252483	92.53
Sin-APnd_005-Ex1-4B-lcwgs-1-2.clmp.fp2_r1_screen	51075591	1406240.0	2.75	551.0	0.0	0.0	0.0	1514.0	0.0	278929.0	0.54	1195216.0	2.35	2039071.0	3.99	773930.0	1.51	1406075.0	2.75	858395.0	1.68	1084940.0	2.12	943497.0	1.8399999999999999	48537134	95.03
Sin-APnd_005-Ex1-4B-lcwgs-1-2.clmp.fp2_r2_screen	51075591	1423485.0	2.79	533.0	0.0	0.0	0.0	114.0	0.0	299222.0	0.58	1208920.0	2.3800000000000003	2054931.0	4.029999999999999	789552.0	1.54	1425501.0	2.79	877002.0	1.72	1103270.0	2.1500000000000004	962615.0	1.88	48521811	95.0
