Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Sin-APnd_001-Ex1-6G-lcwgs-1-1.clmp.fp2_r1_screen	6332080	163487.0	2.58	74.0	0.0	0.0	0.0	166.0	0.0	23306.0	0.37	131927.0	2.09	252466.0	3.99	80803.0	1.27	168724.0	2.68	92117.0	1.45	124957.0	1.98	104073.0	1.65	6019908	95.07
Sin-APnd_001-Ex1-6G-lcwgs-1-1.clmp.fp2_r2_screen	6332080	181058.0	2.85	82.0	0.0	0.0	0.0	34.0	0.0	41445.0	0.66	148929.0	2.3499999999999996	269728.0	4.2700000000000005	98544.0	1.55	186737.0	2.96	109849.0	1.73	142602.0	2.26	121607.0	1.92	6003445	94.81
Sin-APnd_002-Ex1-3G-lcwgs-1-1.clmp.fp2_r1_screen	36865143	787596.0	2.13	412.0	0.0	0.0	0.0	486.0	0.0	119064.0	0.32	600925.0	1.6400000000000001	1180737.0	3.1999999999999997	402017.0	1.09	792483.0	2.14	461365.0	1.2600000000000002	596378.0	1.61	509181.0	1.38	35412656	96.06
Sin-APnd_002-Ex1-3G-lcwgs-1-1.clmp.fp2_r2_screen	36865143	848838.0	2.3	387.0	0.0	0.0	0.0	98.0	0.0	182535.0	0.49	661209.0	1.8	1242969.0	3.3600000000000003	463098.0	1.25	854454.0	2.31	522637.0	1.42	657564.0	1.78	571330.0	1.5499999999999998	35353672	95.9
Sin-APnd_003-Ex1-3H-lcwgs-1-1.clmp.fp2_r1_screen	2423281	52291.0	2.15	29.0	0.0	0.0	0.0	26.0	0.0	7096.0	0.29000000000000004	39584.0	1.6300000000000001	80415.0	3.32	24126.0	0.99	52067.0	2.15	28627.0	1.18	39712.0	1.6500000000000001	30966.0	1.28	2322714	95.85
Sin-APnd_003-Ex1-3H-lcwgs-1-1.clmp.fp2_r2_screen	2423281	55723.0	2.29	28.0	0.0	0.0	0.0	6.0	0.0	10691.0	0.44	42825.0	1.77	84005.0	3.46	27529.0	1.1400000000000001	55423.0	2.29	32150.0	1.3199999999999998	43159.0	1.78	34412.0	1.42	2319322	95.71
Sin-APnd_004-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	16224565	640298.0	3.9400000000000004	384.0	0.0	0.0	0.0	379.0	0.0	105704.0	0.65	611004.0	3.77	931950.0	5.74	356257.0	2.19	656086.0	4.04	394303.0	2.4400000000000004	501761.0	3.1	440294.0	2.72	15028814	92.63
Sin-APnd_004-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	16224565	679980.0	4.19	400.0	0.0	0.0	0.0	73.0	0.0	146893.0	0.9	646677.0	3.9899999999999998	971829.0	5.99	394213.0	2.42	695209.0	4.29	432823.0	2.67	541311.0	3.3400000000000003	479025.0	2.95	14989875	92.39
Sin-APnd_005-Ex1-4B-lcwgs-1-1.clmp.fp2_r1_screen	23137989	567671.0	2.46	219.0	0.0	0.0	0.0	528.0	0.0	107492.0	0.46	451162.0	1.9500000000000002	833326.0	3.6	303851.0	1.31	566112.0	2.4499999999999997	338140.0	1.46	431106.0	1.86	373538.0	1.6099999999999999	22112976	95.57
Sin-APnd_005-Ex1-4B-lcwgs-1-1.clmp.fp2_r2_screen	23137989	618097.0	2.68	228.0	0.0	0.0	0.0	89.0	0.0	160123.0	0.6900000000000001	500492.0	2.15	882750.0	3.81	354637.0	1.53	617475.0	2.6799999999999997	389361.0	1.69	482493.0	2.09	425048.0	1.8399999999999999	22064386	95.36
Sin-APnd_006-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	32568268	773141.0	2.39	441.0	0.0	0.0	0.0	476.0	0.0	107400.0	0.33	699333.0	2.15	1157336.0	3.55	372217.0	1.1400000000000001	761354.0	2.34	425505.0	1.31	564867.0	1.73	479411.0	1.47	31034302	95.29
Sin-APnd_006-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	32568268	853140.0	2.6100000000000003	435.0	0.0	0.0	0.0	106.0	0.0	189321.0	0.58	774025.0	2.37	1237836.0	3.8099999999999996	452076.0	1.3900000000000001	842604.0	2.6	505786.0	1.5499999999999998	645470.0	1.98	560298.0	1.72	30959395	95.06
Sin-APnd_007-Ex1-4D-lcwgs-1-1.clmp.fp2_r1_screen	22534771	703195.0	3.12	204.0	0.0	0.0	0.0	314.0	0.0	69155.0	0.31	477684.0	2.12	1085364.0	4.8100000000000005	316476.0	1.4	724746.0	3.22	387663.0	1.72	543546.0	2.4099999999999997	431606.0	1.92	21261556	94.35
Sin-APnd_007-Ex1-4D-lcwgs-1-1.clmp.fp2_r2_screen	22534771	745333.0	3.3099999999999996	197.0	0.0	0.0	0.0	58.0	0.0	113194.0	0.5	519106.0	2.3	1127608.0	5.0	358390.0	1.5899999999999999	766740.0	3.4000000000000004	429834.0	1.91	586283.0	2.6	473578.0	2.1	21220993	94.17
Sin-APnd_008-Ex1-4E-lcwgs-1-1.clmp.fp2_r1_screen	13700852	507099.0	3.71	452.0	0.0	0.0	0.0	200.0	0.0	59124.0	0.43	510051.0	3.7199999999999998	774157.0	5.65	251259.0	1.8299999999999998	511426.0	3.74	291193.0	2.13	394325.0	2.8800000000000003	319387.0	2.33	12670547	92.48
Sin-APnd_008-Ex1-4E-lcwgs-1-1.clmp.fp2_r2_screen	13700852	544090.0	3.9800000000000004	447.0	0.0	0.0	0.0	41.0	0.0	97024.0	0.71	543988.0	3.9699999999999998	810555.0	5.91	287331.0	2.09	548223.0	4.0	327597.0	2.39	430820.0	3.14	356352.0	2.5999999999999996	12636295	92.23
Sin-APnd_009-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	14459482	372063.0	2.57	169.0	0.0	0.0	0.0	165.0	0.0	49275.0	0.34	304424.0	2.0999999999999996	571748.0	3.96	186652.0	1.29	384550.0	2.66	210814.0	1.46	282659.0	1.96	241648.0	1.67	13755305	95.13
Sin-APnd_009-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	14459482	404553.0	2.81	170.0	0.0	0.0	0.0	32.0	0.0	83244.0	0.58	335579.0	2.3200000000000003	604104.0	4.18	218935.0	1.51	416951.0	2.88	243658.0	1.68	315369.0	2.1799999999999997	274687.0	1.89	13723494	94.91
Sin-APnd_010-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	19719555	579499.0	2.93	194.0	0.0	0.0	0.0	372.0	0.0	85177.0	0.43	447604.0	2.2800000000000002	883496.0	4.48	300574.0	1.52	603166.0	3.06	344825.0	1.75	453884.0	2.31	381893.0	1.94	18664558	94.65
Sin-APnd_010-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	19719555	630216.0	3.1999999999999997	202.0	0.0	0.0	0.0	56.0	0.0	136565.0	0.6900000000000001	496443.0	2.5100000000000002	933404.0	4.74	349990.0	1.77	653185.0	3.32	395141.0	2.0	503954.0	2.57	432382.0	2.19	18615259	94.4
Sin-APnd_011-Ex1-4H-lcwgs-1-1.clmp.fp2_r1_screen	13215515	431564.0	3.26	262.0	0.0	0.0	0.0	224.0	0.0	60281.0	0.45	343875.0	2.61	642356.0	4.87	216191.0	1.63	435275.0	3.3	249302.0	1.89	333994.0	2.54	275883.0	2.09	12427870	94.04
