Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Sin-APnd_008-Ex1-4E-lcwgs-1-1.clmp.fp2_r2_screen	157932.0	186921.0	25659.0	15018.0	6738.0	2882.0	1389.0	622.0	29.0	0.0	667367.0	12636295.0
Sin-APnd_009-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	127992.0	84652.0	15289.0	11686.0	5593.0	2264.0	1154.0	457.0	8.0	0.0	455082.0	13755305.0
Sin-APnd_009-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	128227.0	83745.0	15287.0	11634.0	5580.0	2233.0	1128.0	480.0	17.0	0.0	487657.0	13723494.0
Sin-APnd_010-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	194655.0	100208.0	22305.0	17949.0	8221.0	3708.0	1832.0	678.0	14.0	0.0	705427.0	18664558.0
Sin-APnd_010-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	194438.0	99115.0	22313.0	17838.0	8280.0	3638.0	1802.0	677.0	15.0	0.0	756180.0	18615259.0
Sin-APnd_011-Ex1-4H-lcwgs-1-1.clmp.fp2_r1_screen	134436.0	89715.0	18941.0	12866.0	6241.0	2600.0	1187.0	569.0	10.0	0.0	521080.0	12427870.0
Sin-APnd_011-Ex1-4H-lcwgs-1-1.clmp.fp2_r2_screen	134592.0	88930.0	18931.0	12943.0	6014.0	2505.0	1153.0	584.0	20.0	0.0	555012.0	12394831.0
Sin-APnd_012-Ex1-5A-lcwgs-1-1.clmp.fp2_r1_screen	23111.0	13165.0	3555.0	2197.0	1010.0	472.0	193.0	87.0	2.0	1.0	85499.0	2338108.0
Sin-APnd_012-Ex1-5A-lcwgs-1-1.clmp.fp2_r2_screen	23183.0	13031.0	3497.0	2115.0	1025.0	463.0	232.0	102.0	3.0	0.0	90823.0	2332926.0
Sin-APnd_013-Ex1-5B-lcwgs-1-1.clmp.fp2_r1_screen	220192.0	106566.0	80649.0	19555.0	9040.0	3968.0	1839.0	734.0	9.0	0.0	782221.0	19222177.0
Sin-APnd_013-Ex1-5B-lcwgs-1-1.clmp.fp2_r2_screen	221848.0	105345.0	80184.0	19908.0	8947.0	3941.0	1877.0	679.0	11.0	0.0	822927.0	19181283.0
Sin-APnd_014-Ex1-5C-lcwgs-1-1.clmp.fp2_r1_screen	115963.0	91476.0	15408.0	10889.0	5139.0	2315.0	1200.0	438.0	7.0	0.0	432589.0	13279603.0
Sin-APnd_014-Ex1-5C-lcwgs-1-1.clmp.fp2_r2_screen	116962.0	90549.0	15206.0	10994.0	5003.0	2255.0	1195.0	450.0	12.0	0.0	457917.0	13254484.0
Sin-APnd_015-Ex1-5D-lcwgs-1-1.clmp.fp2_r1_screen	74230.0	42997.0	8994.0	7146.0	3683.0	1469.0	801.0	353.0	6.0	0.0	264160.0	8922690.0
Sin-APnd_015-Ex1-5D-lcwgs-1-1.clmp.fp2_r2_screen	74764.0	42639.0	8843.0	7177.0	3592.0	1552.0	809.0	319.0	4.0	0.0	280928.0	8905902.0
Sin-APnd_016-Ex1-5E-lcwgs-1-1.clmp.fp2_r1_screen	87185.0	46961.0	10663.0	8327.0	3716.0	1587.0	770.0	319.0	1.0	0.0	297678.0	7795613.0
Sin-APnd_016-Ex1-5E-lcwgs-1-1.clmp.fp2_r2_screen	87924.0	46559.0	10480.0	8407.0	3801.0	1637.0	846.0	322.0	6.0	0.0	312905.0	7779933.0
Sin-APnd_017-Ex1-5F-lcwgs-1-1.clmp.fp2_r1_screen	83152.0	121173.0	11270.0	8163.0	3808.0	1762.0	800.0	395.0	6.0	1.0	308408.0	9765801.0
Sin-APnd_017-Ex1-5F-lcwgs-1-1.clmp.fp2_r2_screen	83199.0	120100.0	11180.0	8125.0	3698.0	1662.0	772.0	329.0	9.0	0.0	328413.0	9747252.0
Sin-APnd_018-Ex1-5G-lcwgs-1-1.clmp.fp2_r1_screen	177017.0	73356.0	20257.0	16834.0	7966.0	3324.0	1770.0	569.0	15.0	0.0	558535.0	17627282.0
Sin-APnd_018-Ex1-5G-lcwgs-1-1.clmp.fp2_r2_screen	178002.0	72585.0	20205.0	16780.0	7932.0	3317.0	1644.0	568.0	10.0	0.0	590027.0	17595855.0
Sin-APnd_019-Ex1-5H-lcwgs-1-1.clmp.fp2_r1_screen	147035.0	77059.0	17212.0	13768.0	6465.0	2762.0	1279.0	478.0	7.0	0.0	520714.0	13064949.0
Sin-APnd_019-Ex1-5H-lcwgs-1-1.clmp.fp2_r2_screen	147627.0	76144.0	16977.0	13461.0	6288.0	2752.0	1307.0	443.0	15.0	0.0	548083.0	13038631.0
Sin-APnd_020-Ex1-6A-lcwgs-1-1.clmp.fp2_r1_screen	93295.0	86570.0	11974.0	8483.0	3853.0	2372.0	952.0	472.0	4.0	1.0	446858.0	12210256.0
Sin-APnd_020-Ex1-6A-lcwgs-1-1.clmp.fp2_r2_screen	93755.0	85577.0	12068.0	8340.0	3696.0	2383.0	913.0	452.0	10.0	0.0	478516.0	12179380.0
Sin-APnd_021-Ex1-6B-lcwgs-1-1.clmp.fp2_r1_screen	164026.0	157918.0	17593.0	14849.0	6205.0	3168.0	1298.0	592.0	12.0	1.0	771078.0	15779022.0
Sin-APnd_021-Ex1-6B-lcwgs-1-1.clmp.fp2_r2_screen	165084.0	155963.0	17352.0	14453.0	6297.0	3141.0	1283.0	591.0	19.0	0.0	818229.0	15733350.0
Sin-APnd_022-Ex1-6C-lcwgs-1-1.clmp.fp2_r1_screen	97356.0	136394.0	10575.0	8840.0	3615.0	1695.0	803.0	332.0	10.0	0.0	403404.0	8153783.0
Sin-APnd_022-Ex1-6C-lcwgs-1-1.clmp.fp2_r2_screen	98044.0	134827.0	10471.0	8491.0	3564.0	1777.0	772.0	323.0	11.0	0.0	423260.0	8135267.0
Sin-APnd_023-Ex1-6D-lcwgs-1-1.clmp.fp2_r1_screen	118894.0	149572.0	13984.0	11091.0	5066.0	2286.0	1070.0	476.0	12.0	0.0	499850.0	12138029.0
Sin-APnd_023-Ex1-6D-lcwgs-1-1.clmp.fp2_r2_screen	119089.0	147125.0	13796.0	11092.0	5072.0	2295.0	1098.0	462.0	20.0	0.0	538485.0	12101796.0
Sin-APnd_024-Ex1-6E-lcwgs-1-1.clmp.fp2_r1_screen	31657.0	21120.0	3485.0	2942.0	1410.0	587.0	274.0	115.0	2.0	0.0	113128.0	2928646.0
Sin-APnd_024-Ex1-6E-lcwgs-1-1.clmp.fp2_r2_screen	31725.0	20984.0	3557.0	2833.0	1435.0	590.0	319.0	136.0	12.0	1.0	120576.0	2921198.0
Sin-APnd_025-Ex1-6F-lcwgs-1-1.clmp.fp2_r1_screen	146556.0	69112.0	17116.0	14102.0	7200.0	3000.0	1754.0	583.0	13.0	0.0	482597.0	17948958.0
Sin-APnd_025-Ex1-6F-lcwgs-1-1.clmp.fp2_r2_screen	146932.0	68484.0	17102.0	13967.0	6959.0	3036.0	1740.0	584.0	24.0	0.0	522456.0	17909707.0
Sin-CPnd_010-Ex1-2F-lcwgs-1-1.clmp.fp2_r1_screen	3.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	21.0	887.0
Sin-CPnd_010-Ex1-2F-lcwgs-1-1.clmp.fp2_r2_screen	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	888.0
Sin-CPnd_011-Ex1-10H-lcwgs-1-1.clmp.fp2_r1_screen	13.0	5.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	60.0	1735.0
Sin-CPnd_011-Ex1-10H-lcwgs-1-1.clmp.fp2_r2_screen	20.0	3.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	53.0	1735.0
Sin-CPnd_012-Ex1-2G-lcwgs-1-1.clmp.fp2_r1_screen	7.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	38.0	771.0
Sin-CPnd_012-Ex1-2G-lcwgs-1-1.clmp.fp2_r2_screen	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	776.0
Sin-CPnd_013-Ex1-4E-lcwgs-1-1.clmp.fp2_r1_screen	180.0	15.0	31.0	17.0	8.0	2.0	1.0	1.0	0.0	0.0	794.0	25289.0
Sin-CPnd_013-Ex1-4E-lcwgs-1-1.clmp.fp2_r2_screen	212.0	15.0	35.0	17.0	5.0	0.0	4.0	1.0	0.0	0.0	857.0	25192.0
Sin-CPnd_014-Ex1-3F-lcwgs-1-1.clmp.fp2_r1_screen	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	272.0
Sin-CPnd_014-Ex1-3F-lcwgs-1-1.clmp.fp2_r2_screen	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	275.0
Sin-CPnd_015-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	206.0	15.0	19.0	12.0	14.0	3.0	1.0	2.0	0.0	0.0	873.0	24452.0
Sin-CPnd_015-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	211.0	17.0	17.0	13.0	11.0	5.0	3.0	2.0	0.0	0.0	940.0	24378.0
Sin-CPnd_016-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
Sin-CPnd_016-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
Sin-CPnd_017-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	14.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	1091.0
Sin-CPnd_017-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	15.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	45.0	1084.0
Sin-CPnd_018-Ex1-11A-lcwgs-1-1.clmp.fp2_r1_screen	157.0	37.0	22.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	633.0	19276.0
Sin-CPnd_018-Ex1-11A-lcwgs-1-1.clmp.fp2_r2_screen	134.0	28.0	24.0	13.0	3.0	1.0	0.0	0.0	0.0	0.0	708.0	19230.0
Sin-CPnd_019-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	186.0	16.0	31.0	16.0	8.0	5.0	2.0	2.0	0.0	0.0	550.0	32215.0
Sin-CPnd_019-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	172.0	24.0	25.0	14.0	8.0	5.0	2.0	1.0	0.0	0.0	615.0	32165.0
Sin-CPnd_020-Ex1-12E-lcwgs-1-1.clmp.fp2_r1_screen	40.0	15.0	12.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	154.0	6142.0
Sin-CPnd_020-Ex1-12E-lcwgs-1-1.clmp.fp2_r2_screen	34.0	11.0	6.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	182.0	6132.0
Sin-CPnd_021-Ex1-3D-lcwgs-1-1.clmp.fp2_r1_screen	11637.0	1209.0	1214.0	939.0	490.0	181.0	97.0	39.0	1.0	0.0	45745.0	1318518.0
Sin-CPnd_021-Ex1-3D-lcwgs-1-1.clmp.fp2_r2_screen	11569.0	1248.0	1199.0	943.0	490.0	191.0	98.0	38.0	3.0	0.0	49223.0	1315068.0
Sin-CPnd_022-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	155.0	27.0	27.0	15.0	8.0	3.0	2.0	1.0	0.0	0.0	562.0	23882.0
Sin-CPnd_022-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	150.0	28.0	25.0	13.0	6.0	2.0	4.0	1.0	0.0	0.0	670.0	23783.0
Sin-CPnd_023-Ex1-12B-lcwgs-1-1.clmp.fp2_r1_screen	84.0	19.0	9.0	5.0	3.0	1.0	1.0	1.0	0.0	0.0	310.0	8959.0
Sin-CPnd_023-Ex1-12B-lcwgs-1-1.clmp.fp2_r2_screen	73.0	16.0	7.0	5.0	5.0	0.0	2.0	0.0	0.0	0.0	335.0	8949.0
Sin-CPnd_024-Ex1-12C-lcwgs-1-1.clmp.fp2_r1_screen	681.0	75.0	95.0	61.0	24.0	11.0	12.0	3.0	0.0	0.0	2517.0	82611.0
Sin-CPnd_024-Ex1-12C-lcwgs-1-1.clmp.fp2_r2_screen	700.0	70.0	60.0	49.0	34.0	12.0	6.0	2.0	0.0	0.0	2597.0	82560.0
Sin-CPnd_025-Ex1-3B-lcwgs-1-1.clmp.fp2_r1_screen	71.0	5.0	7.0	4.0	6.0	1.0	0.0	0.0	0.0	0.0	297.0	8968.0
Sin-CPnd_025-Ex1-3B-lcwgs-1-1.clmp.fp2_r2_screen	74.0	3.0	16.0	8.0	2.0	1.0	0.0	0.0	0.0	0.0	312.0	8943.0
Sin-CPnd_026-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	287.0
Sin-CPnd_026-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	285.0
Sin-CPnd_027-Ex1-3A-lcwgs-1-1.clmp.fp2_r1_screen	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	156.0
Sin-CPnd_027-Ex1-3A-lcwgs-1-1.clmp.fp2_r2_screen	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	157.0
Sin-CPnd_028-Ex1-12H-lcwgs-1-1.clmp.fp2_r1_screen	27.0	11.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	2464.0
Sin-CPnd_028-Ex1-12H-lcwgs-1-1.clmp.fp2_r2_screen	27.0	12.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	90.0	2455.0
Sin-CPnd_029-Ex1-4D-lcwgs-1-1.clmp.fp2_r1_screen	225.0	7.0	26.0	13.0	9.0	0.0	2.0	1.0	0.0	0.0	858.0	30284.0
Sin-CPnd_029-Ex1-4D-lcwgs-1-1.clmp.fp2_r2_screen	243.0	6.0	29.0	23.0	11.0	5.0	3.0	0.0	0.0	0.0	941.0	30164.0
Sin-CPnd_030-Ex1-10B-lcwgs-1-1.clmp.fp2_r1_screen	24.0	9.0	6.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	132.0	3831.0
Sin-CPnd_030-Ex1-10B-lcwgs-1-1.clmp.fp2_r2_screen	34.0	9.0	2.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	143.0	3811.0
Sin-CPnd_031-Ex1-3G-lcwgs-1-1.clmp.fp2_r1_screen	212.0	20.0	27.0	16.0	12.0	5.0	5.0	1.0	0.0	0.0	775.0	27598.0
Sin-CPnd_031-Ex1-3G-lcwgs-1-1.clmp.fp2_r2_screen	204.0	21.0	18.0	19.0	8.0	2.0	3.0	2.0	0.0	0.0	842.0	27552.0
Sin-CPnd_032-Ex1-3E-lcwgs-1-1.clmp.fp2_r1_screen	48.0	7.0	6.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	212.0	7024.0
Sin-CPnd_032-Ex1-3E-lcwgs-1-1.clmp.fp2_r2_screen	55.0	2.0	6.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	221.0	7012.0
Sin-CPnd_033-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	3567.0	540.0	446.0	348.0	211.0	58.0	49.0	12.0	0.0	0.0	14314.0	479034.0
Sin-CPnd_033-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	3514.0	529.0	473.0	315.0	209.0	83.0	40.0	14.0	0.0	0.0	17359.0	476043.0
Sin-CPnd_034-Ex1-3C-lcwgs-1-1.clmp.fp2_r1_screen	98.0	4.0	11.0	6.0	3.0	1.0	0.0	0.0	0.0	0.0	325.0	11256.0
Sin-CPnd_034-Ex1-3C-lcwgs-1-1.clmp.fp2_r2_screen	84.0	5.0	12.0	5.0	3.0	1.0	1.0	0.0	0.0	0.0	354.0	11239.0
Sin-CPnd_035-Ex1-12D-lcwgs-1-1.clmp.fp2_r1_screen	41.0	10.0	6.0	4.0	4.0	0.0	1.0	0.0	0.0	0.0	152.0	5482.0
Sin-CPnd_035-Ex1-12D-lcwgs-1-1.clmp.fp2_r2_screen	49.0	14.0	6.0	7.0	4.0	1.0	0.0	0.0	0.0	0.0	174.0	5445.0
Sin-CPnd_037-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	82.0
Sin-CPnd_037-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	82.0
Sin-CPnd_038-Ex1-11C-lcwgs-1-1.clmp.fp2_r1_screen	48.0	30.0	5.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	222.0	7299.0
Sin-CPnd_038-Ex1-11C-lcwgs-1-1.clmp.fp2_r2_screen	45.0	30.0	3.0	5.0	2.0	1.0	0.0	1.0	0.0	0.0	236.0	7289.0
Sin-CPnd_039-Ex1-10F-lcwgs-1-1.clmp.fp2_r1_screen	29.0	11.0	5.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	118.0	3615.0
Sin-CPnd_039-Ex1-10F-lcwgs-1-1.clmp.fp2_r2_screen	22.0	12.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	132.0	3611.0
Sin-CPnd_040-Ex1-11E-lcwgs-1-1.clmp.fp2_r1_screen	48.0	22.0	5.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	198.0	6045.0
Sin-CPnd_040-Ex1-11E-lcwgs-1-1.clmp.fp2_r2_screen	57.0	20.0	5.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	231.0	6005.0
Sin-CPnd_041-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	37.0	13.0	16.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	145.0	4264.0
Sin-CPnd_041-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	36.0	15.0	15.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	162.0	4253.0
Sin-CPnd_042-Ex1-10D-lcwgs-1-1.clmp.fp2_r1_screen	415.0	46.0	43.0	37.0	22.0	5.0	4.0	1.0	0.0	0.0	1661.0	46643.0
Sin-CPnd_042-Ex1-10D-lcwgs-1-1.clmp.fp2_r2_screen	394.0	42.0	56.0	27.0	21.0	9.0	4.0	1.0	0.0	0.0	1749.0	46574.0
Sin-CPnd_043-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	68.0	5.0	5.0	6.0	1.0	0.0	2.0	0.0	0.0	0.0	243.0	6657.0
Sin-CPnd_043-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	77.0	5.0	6.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	271.0	6625.0
Sin-CPnd_044-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	7754.0	808.0	767.0	628.0	355.0	118.0	51.0	27.0	1.0	0.0	32773.0	852807.0
Sin-CPnd_044-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	7704.0	812.0	860.0	644.0	351.0	136.0	54.0	27.0	2.0	0.0	34305.0	851194.0
Sin-CPnd_045-Ex1-11H-lcwgs-1-1.clmp.fp2_r1_screen	39.0	9.0	5.0	5.0	1.0	0.0	0.0	1.0	0.0	0.0	124.0	3358.0
Sin-CPnd_045-Ex1-11H-lcwgs-1-1.clmp.fp2_r2_screen	30.0	8.0	9.0	5.0	2.0	0.0	1.0	0.0	0.0	0.0	143.0	3344.0
Sin-CPnd_049-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	56.0	8.0	8.0	5.0	6.0	0.0	2.0	0.0	0.0	0.0	281.0	8164.0
Sin-CPnd_049-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	70.0	5.0	5.0	3.0	1.0	1.0	0.0	2.0	0.0	0.0	313.0	8130.0
Sin-CPnd_050-Ex1-9B-lcwgs-1-1.clmp.fp2_r1_screen	449.0	148.0	62.0	31.0	17.0	10.0	4.0	1.0	0.0	0.0	1675.0	53326.0
Sin-CPnd_050-Ex1-9B-lcwgs-1-1.clmp.fp2_r2_screen	472.0	152.0	77.0	40.0	16.0	4.0	2.0	1.0	0.0	0.0	1833.0	53126.0
Sin-CPnd_051-Ex1-12G-lcwgs-1-1.clmp.fp2_r1_screen	47.0	15.0	7.0	5.0	1.0	0.0	2.0	0.0	0.0	0.0	173.0	5816.0
Sin-CPnd_051-Ex1-12G-lcwgs-1-1.clmp.fp2_r2_screen	46.0	16.0	3.0	1.0	1.0	1.0	3.0	0.0	0.0	0.0	198.0	5797.0
Sin-CPnd_053-Ex1-9G-lcwgs-1-1.clmp.fp2_r1_screen	520.0	140.0	55.0	54.0	27.0	13.0	11.0	2.0	0.0	0.0	1799.0	64571.0
Sin-CPnd_053-Ex1-9G-lcwgs-1-1.clmp.fp2_r2_screen	538.0	143.0	71.0	45.0	26.0	15.0	5.0	2.0	0.0	0.0	1971.0	64376.0
Sin-CPnd_058-Ex1-9D-lcwgs-1-1.clmp.fp2_r1_screen	11098.0	800.0	1316.0	947.0	556.0	181.0	121.0	41.0	1.0	0.0	36772.0	1620179.0
Sin-CPnd_058-Ex1-9D-lcwgs-1-1.clmp.fp2_r2_screen	11200.0	762.0	1344.0	997.0	571.0	182.0	89.0	52.0	0.0	0.0	40649.0	1616166.0
Sin-CPnd_060-Ex1-2H-lcwgs-1-1.clmp.fp2_r1_screen	8.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	18.0	769.0
Sin-CPnd_060-Ex1-2H-lcwgs-1-1.clmp.fp2_r2_screen	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	771.0
Sin-CPnd_061-Ex1-9A-lcwgs-1-1.clmp.fp2_r1_screen	266.0	93.0	43.0	17.0	11.0	5.0	5.0	0.0	0.0	0.0	1018.0	31000.0
Sin-CPnd_061-Ex1-9A-lcwgs-1-1.clmp.fp2_r2_screen	266.0	95.0	36.0	17.0	14.0	1.0	1.0	2.0	0.0	0.0	1094.0	30932.0
Sin-CPnd_062-Ex1-11D-lcwgs-1-1.clmp.fp2_r1_screen	706.0	96.0	100.0	65.0	47.0	10.0	10.0	6.0	0.0	0.0	2999.0	92340.0
Sin-CPnd_062-Ex1-11D-lcwgs-1-1.clmp.fp2_r2_screen	720.0	92.0	88.0	48.0	36.0	15.0	8.0	3.0	0.0	0.0	3530.0	91839.0
Sin-CPnd_063-Ex1-9F-lcwgs-1-1.clmp.fp2_r1_screen	401.0	97.0	53.0	42.0	15.0	5.0	3.0	1.0	0.0	0.0	1563.0	58693.0
Sin-CPnd_063-Ex1-9F-lcwgs-1-1.clmp.fp2_r2_screen	435.0	100.0	51.0	38.0	19.0	11.0	2.0	3.0	0.0	0.0	1709.0	58505.0
Sin-CPnd_065-Ex1-11B-lcwgs-1-1.clmp.fp2_r1_screen	225.0	33.0	32.0	25.0	9.0	5.0	3.0	1.0	0.0	0.0	811.0	23660.0
Sin-CPnd_065-Ex1-11B-lcwgs-1-1.clmp.fp2_r2_screen	200.0	35.0	24.0	17.0	9.0	4.0	2.0	1.0	0.0	0.0	887.0	23625.0
Sin-CPnd_067-Ex1-9C-lcwgs-1-1.clmp.fp2_r1_screen	716.0	195.0	100.0	54.0	34.0	14.0	11.0	0.0	0.0	0.0	2800.0	93203.0
Sin-CPnd_067-Ex1-9C-lcwgs-1-1.clmp.fp2_r2_screen	687.0	198.0	104.0	61.0	40.0	15.0	12.0	1.0	0.0	0.0	3146.0	92863.0
Sin-CPnd_071-Ex1-10A-lcwgs-1-1.clmp.fp2_r1_screen	20.0	11.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	95.0	2813.0
Sin-CPnd_071-Ex1-10A-lcwgs-1-1.clmp.fp2_r2_screen	18.0	10.0	1.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	110.0	2800.0
Sin-CPnd_074-Ex1-12A-lcwgs-1-1.clmp.fp2_r1_screen	20.0	6.0	4.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	96.0	2331.0
