Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Sin-APnd_001-Ex1-6G-lcwgs-1-1.clmp.fp2_repr.R1	Sin-APnd_001-Ex1-6G-lcwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5945908.0	0.0	33-150	38.0	97.15279700159718	83.89654851706418	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_001-Ex1-6G-lcwgs-1-1.clmp.fp2_repr.R2	Sin-APnd_001-Ex1-6G-lcwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5945908.0	0.0	33-150	38.0	97.44446566546159	83.7568415118431	pass	pass	fail	pass	pass	warn	pass	warn	pass	pass	pass
Sin-APnd_002-Ex1-3G-lcwgs-1-1.clmp.fp2_repr.R1	Sin-APnd_002-Ex1-3G-lcwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35063387.0	0.0	33-150	39.0	97.2669697285986	82.99979910668641	pass	warn	fail	pass	warn	pass	pass	warn	pass	pass	pass
Sin-APnd_002-Ex1-3G-lcwgs-1-1.clmp.fp2_repr.R2	Sin-APnd_002-Ex1-3G-lcwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35063387.0	0.0	33-150	39.0	97.3703225818311	82.8537400280241	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Sin-APnd_003-Ex1-3H-lcwgs-1-1.clmp.fp2_repr.R1	Sin-APnd_003-Ex1-3H-lcwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2298814.0	0.0	33-150	36.0	98.02841428021395	86.39004417060275	pass	warn	fail	pass	warn	pass	pass	warn	pass	pass	pass
Sin-APnd_003-Ex1-3H-lcwgs-1-1.clmp.fp2_repr.R2	Sin-APnd_003-Ex1-3H-lcwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2298814.0	0.0	33-150	36.0	98.33386587811445	86.2663821431399	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
Sin-APnd_004-Ex1-4A-lcwgs-1-1.clmp.fp2_repr.R1	Sin-APnd_004-Ex1-4A-lcwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14816753.0	0.0	33-150	38.0	93.3005962642902	83.21376215153212	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_004-Ex1-4A-lcwgs-1-1.clmp.fp2_repr.R2	Sin-APnd_004-Ex1-4A-lcwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14816753.0	0.0	33-150	38.0	93.99011817315882	83.04294004226162	pass	pass	fail	pass	pass	warn	pass	warn	pass	pass	pass
Sin-APnd_005-Ex1-4B-lcwgs-1-1.clmp.fp2_repr.R1	Sin-APnd_005-Ex1-4B-lcwgs-1-1.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21877835.0	0.0	33-150	39.0	97.26654530851002	79.58370972264852	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_005-Ex1-4B-lcwgs-1-1.clmp.fp2_repr.R2	Sin-APnd_005-Ex1-4B-lcwgs-1-1.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21877835.0	0.0	33-150	39.0	97.45150784954471	79.44571942333417	pass	pass	fail	pass	pass	warn	pass	warn	pass	pass	pass
