Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Sin-APnd_001-Ex1-6G-lcwgs-1-1	17778512.0	678464.0	1712.0	233124.0	609042.0	0.0
Sin-APnd_002-Ex1-3G-lcwgs-1-1	108001998.0	2785980.0	3970.0	957076.0	3506934.0	0.0
Sin-APnd_003-Ex1-3H-lcwgs-1-1	6195772.0	156904.0	64.0	59760.0	207010.0	0.0
Sin-APnd_004-Ex1-4A-lcwgs-1-1	60084678.0	2049514.0	5620.0	888042.0	3074292.0	0.0
Sin-APnd_005-Ex1-4B-lcwgs-1-1	68118630.0	3150022.0	6136.0	3635298.0	26964506.0	0.0
Sin-APnd_006-Ex1-4C-lcwgs-1-1	117126398.0	3706660.0	12254.0	1167834.0	3520316.0	0.0
Sin-APnd_007-Ex1-4D-lcwgs-1-1	65550878.0	2191014.0	6184.0	955594.0	4070890.0	0.0
Sin-APnd_008-Ex1-4E-lcwgs-1-1	43955384.0	1639144.0	4150.0	626934.0	2311876.0	0.0
Sin-APnd_009-Ex1-4F-lcwgs-1-1	42090884.0	1434270.0	3798.0	470174.0	1375656.0	0.0
Sin-APnd_010-Ex1-4G-lcwgs-1-1	61906758.0	2126162.0	6204.0	952526.0	3794178.0	0.0
Sin-APnd_011-Ex1-4H-lcwgs-1-1	40699288.0	1373938.0	572.0	544306.0	1791886.0	0.0
Sin-APnd_012-Ex1-5A-lcwgs-1-1	7087644.0	250730.0	730.0	83588.0	235388.0	0.0
Sin-APnd_013-Ex1-5B-lcwgs-1-1	67336920.0	2171418.0	6212.0	711536.0	3191144.0	0.0
Sin-APnd_014-Ex1-5C-lcwgs-1-1	44138922.0	1419518.0	4112.0	544714.0	2305004.0	0.0
Sin-APnd_015-Ex1-5D-lcwgs-1-1	27596212.0	884148.0	2782.0	262106.0	825570.0	0.0
Sin-APnd_016-Ex1-5E-lcwgs-1-1	25985810.0	870668.0	2442.0	305630.0	1404066.0	0.0
Sin-APnd_017-Ex1-5F-lcwgs-1-1	32179478.0	1003776.0	2750.0	295420.0	963974.0	0.0
Sin-APnd_018-Ex1-5G-lcwgs-1-1	54812454.0	1617970.0	5506.0	481948.0	1694380.0	0.0
Sin-APnd_019-Ex1-5H-lcwgs-1-1	45127888.0	1301400.0	760.0	367326.0	928684.0	0.0
Sin-APnd_020-Ex1-6A-lcwgs-1-1	50220900.0	1723434.0	4788.0	889188.0	3314704.0	0.0
Sin-APnd_021-Ex1-6B-lcwgs-1-1	60345818.0	2222316.0	5794.0	821182.0	3548920.0	0.0
Sin-APnd_022-Ex1-6C-lcwgs-1-1	28370488.0	1061206.0	2754.0	416646.0	1506562.0	0.0
Sin-APnd_023-Ex1-6D-lcwgs-1-1	46741902.0	1717896.0	4590.0	651120.0	2367530.0	0.0
Sin-APnd_024-Ex1-6E-lcwgs-1-1	8989826.0	370850.0	886.0	120316.0	369566.0	0.0
Sin-APnd_025-Ex1-6F-lcwgs-1-1	53961708.0	1914462.0	5018.0	629792.0	1945234.0	0.0
Sin-CPnd_010-Ex1-2F-lcwgs-1-1	1864.0	30.0	0.0	30.0	102.0	0.0
Sin-CPnd_011-Ex1-10H-lcwgs-1-1	3870.0	102.0	0.0	30.0	112.0	0.0
Sin-CPnd_012-Ex1-2G-lcwgs-1-1	1680.0	50.0	0.0	20.0	68.0	0.0
Sin-CPnd_013-Ex1-4E-lcwgs-1-1	54624.0	1554.0	6.0	424.0	1400.0	0.0
Sin-CPnd_014-Ex1-3F-lcwgs-1-1	586.0	8.0	0.0	6.0	20.0	0.0
Sin-CPnd_015-Ex1-4A-lcwgs-1-1	53194.0	1492.0	6.0	448.0	1528.0	0.0
Sin-CPnd_016-Ex1-1E-lcwgs-1-1	22.0	2.0	0.0	0.0	0.0	0.0
Sin-CPnd_017-Ex1-4G-lcwgs-1-1	2358.0	68.0	0.0	16.0	126.0	0.0
Sin-CPnd_018-Ex1-11A-lcwgs-1-1	43240.0	1404.0	2.0	794.0	3154.0	0.0
Sin-CPnd_019-Ex1-1H-lcwgs-1-1	68468.0	1710.0	4.0	548.0	2098.0	0.0
Sin-CPnd_020-Ex1-12E-lcwgs-1-1	13422.0	596.0	0.0	128.0	340.0	0.0
Sin-CPnd_021-Ex1-3D-lcwgs-1-1	2951542.0	74096.0	194.0	27024.0	133148.0	0.0
Sin-CPnd_022-Ex1-1D-lcwgs-1-1	51234.0	1764.0	2.0	414.0	1686.0	0.0
Sin-CPnd_023-Ex1-12B-lcwgs-1-1	20250.0	1016.0	2.0	290.0	1506.0	0.0
Sin-CPnd_024-Ex1-12C-lcwgs-1-1	179774.0	4310.0	10.0	1012.0	3238.0	0.0
Sin-CPnd_025-Ex1-3B-lcwgs-1-1	19256.0	436.0	0.0	166.0	704.0	0.0
Sin-CPnd_026-Ex1-1G-lcwgs-1-1	614.0	28.0	0.0	8.0	22.0	0.0
Sin-CPnd_027-Ex1-3A-lcwgs-1-1	350.0	24.0	0.0	8.0	20.0	0.0
Sin-CPnd_028-Ex1-12H-lcwgs-1-1	5536.0	294.0	0.0	56.0	162.0	0.0
Sin-CPnd_029-Ex1-4D-lcwgs-1-1	65260.0	1912.0	6.0	398.0	830.0	0.0
Sin-CPnd_030-Ex1-10B-lcwgs-1-1	8838.0	308.0	0.0	172.0	998.0	0.0
Sin-CPnd_031-Ex1-3G-lcwgs-1-1	59392.0	1610.0	0.0	1120.0	8110.0	0.0
Sin-CPnd_032-Ex1-3E-lcwgs-1-1	15046.0	410.0	2.0	146.0	746.0	0.0
Sin-CPnd_033-Ex1-1B-lcwgs-1-1	1050018.0	38974.0	160.0	11120.0	41714.0	0.0
Sin-CPnd_034-Ex1-3C-lcwgs-1-1	24102.0	628.0	0.0	212.0	458.0	0.0
Sin-CPnd_035-Ex1-12D-lcwgs-1-1	12182.0	618.0	2.0	132.0	550.0	0.0
Sin-CPnd_037-Ex1-4F-lcwgs-1-1	178.0	4.0	0.0	4.0	16.0	0.0
Sin-CPnd_038-Ex1-11C-lcwgs-1-1	16768.0	578.0	0.0	252.0	726.0	0.0
Sin-CPnd_039-Ex1-10F-lcwgs-1-1	8024.0	236.0	2.0	78.0	222.0	0.0
Sin-CPnd_040-Ex1-11E-lcwgs-1-1	13720.0	542.0	2.0	250.0	1178.0	0.0
Sin-CPnd_041-Ex1-1F-lcwgs-1-1	9334.0	302.0	0.0	66.0	98.0	0.0
Sin-CPnd_042-Ex1-10D-lcwgs-1-1	102150.0	2862.0	10.0	754.0	1916.0	0.0
Sin-CPnd_043-Ex1-1C-lcwgs-1-1	14482.0	428.0	0.0	150.0	436.0	0.0
Sin-CPnd_044-Ex1-2C-lcwgs-1-1	1915052.0	41830.0	78.0	13798.0	52138.0	0.0
Sin-CPnd_045-Ex1-11H-lcwgs-1-1	7840.0	258.0	0.0	102.0	290.0	0.0
Sin-CPnd_049-Ex1-4C-lcwgs-1-1	17704.0	546.0	2.0	130.0	394.0	0.0
Sin-CPnd_050-Ex1-9B-lcwgs-1-1	128950.0	5046.0	16.0	2656.0	14264.0	0.0
Sin-CPnd_051-Ex1-12G-lcwgs-1-1	13020.0	628.0	4.0	164.0	600.0	0.0
Sin-CPnd_053-Ex1-9G-lcwgs-1-1	150880.0	6680.0	14.0	2002.0	4544.0	0.0
Sin-CPnd_058-Ex1-9D-lcwgs-1-1	3604306.0	99514.0	392.0	21406.0	32624.0	0.0
Sin-CPnd_060-Ex1-2H-lcwgs-1-1	1634.0	36.0	0.0	20.0	96.0	0.0
Sin-CPnd_061-Ex1-9A-lcwgs-1-1	76454.0	2584.0	6.0	990.0	2740.0	0.0
Sin-CPnd_062-Ex1-11D-lcwgs-1-1	204098.0	7842.0	30.0	2380.0	6534.0	0.0
Sin-CPnd_063-Ex1-9F-lcwgs-1-1	132884.0	4558.0	16.0	1314.0	3570.0	0.0
Sin-CPnd_065-Ex1-11B-lcwgs-1-1	53286.0	1816.0	6.0	754.0	3364.0	0.0
Sin-CPnd_067-Ex1-9C-lcwgs-1-1	212688.0	6836.0	24.0	1980.0	4652.0	0.0
Sin-CPnd_071-Ex1-10A-lcwgs-1-1	6500.0	202.0	0.0	70.0	202.0	0.0
Sin-CPnd_074-Ex1-12A-lcwgs-1-1	5510.0	342.0	0.0	86.0	268.0	0.0
Sin-CPnd_075-Ex1-11G-lcwgs-1-1	25646.0	876.0	6.0	270.0	930.0	0.0
Sin-CPnd_076-Ex1-10E-lcwgs-1-1	32532.0	834.0	0.0	318.0	926.0	0.0
Sin-CPnd_079-Ex1-9H-lcwgs-1-1	584064.0	17814.0	6.0	6204.0	23304.0	0.0
Sin-CPnd_080-Ex1-2E-lcwgs-1-1	48324.0	1142.0	2.0	584.0	2820.0	0.0
Sin-CPnd_081-Ex1-10G-lcwgs-1-1	8988.0	234.0	0.0	94.0	296.0	0.0
Sin-CPnd_085-Ex1-4H-lcwgs-1-1	5126.0	154.0	0.0	54.0	210.0	0.0
Sin-CPnd_086-Ex1-2A-lcwgs-1-1	1606.0	136.0	0.0	48.0	50.0	0.0
Sin-CPnd_087-Ex1-4B-lcwgs-1-1	938.0	26.0	0.0	12.0	22.0	0.0
Sin-CPnd_088-Ex1-2D-lcwgs-1-1	13667692.0	311710.0	602.0	90992.0	354464.0	0.0
Sin-CPnd_089-Ex1-9E-lcwgs-1-1	57496.0	2360.0	10.0	646.0	1932.0	0.0
