Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Sin-APnd_001-Ex1-6G-lcwgs-1-1.clmp.r1	Sin-APnd_001-Ex1-6G-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6534385.0	0.0	33-150	38.0	97.34456896997281	84.85715962558068	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_001-Ex1-6G-lcwgs-1-1.clmp.r2	Sin-APnd_001-Ex1-6G-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6534385.0	0.0	33-150	39.0	97.21031795025038	85.11371399144679	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_002-Ex1-3G-lcwgs-1-1.clmp.r1	Sin-APnd_002-Ex1-3G-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37815850.0	0.0	33-150	39.0	97.31047213855089	83.74416621601789	pass	warn	fail	pass	warn	pass	pass	warn	pass	pass	pass
Sin-APnd_002-Ex1-3G-lcwgs-1-1.clmp.r2	Sin-APnd_002-Ex1-3G-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37815850.0	0.0	33-150	39.0	97.12070169192216	83.89813065156541	pass	pass	fail	pass	pass	pass	pass	warn	pass	warn	pass
Sin-APnd_003-Ex1-3H-lcwgs-1-1.clmp.r1	Sin-APnd_003-Ex1-3H-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2479553.0	0.0	33-150	36.0	98.13971563283796	87.2034455403857	pass	warn	fail	pass	warn	pass	pass	warn	pass	pass	pass
Sin-APnd_003-Ex1-3H-lcwgs-1-1.clmp.r2	Sin-APnd_003-Ex1-3H-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2479553.0	0.0	33-150	37.0	98.17539048264712	87.33775402260004	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_004-Ex1-4A-lcwgs-1-1.clmp.r1	Sin-APnd_004-Ex1-4A-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16831551.0	0.0	33-150	39.0	94.19434006337843	84.66538472895338	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_004-Ex1-4A-lcwgs-1-1.clmp.r2	Sin-APnd_004-Ex1-4A-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16831551.0	0.0	33-150	39.0	94.24066872754403	84.88939848740024	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_005-Ex1-4B-lcwgs-1-1.clmp.r1	Sin-APnd_005-Ex1-4B-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23886595.0	0.0	33-150	40.0	97.36660904145431	80.42731887906167	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_005-Ex1-4B-lcwgs-1-1.clmp.r2	Sin-APnd_005-Ex1-4B-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23886595.0	0.0	33-150	40.0	97.08064433804688	80.64079434511281	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_006-Ex1-4C-lcwgs-1-1.clmp.r1	Sin-APnd_006-Ex1-4C-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33746784.0	0.0	33-150	40.0	94.61969300595823	85.85445519786418	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_006-Ex1-4C-lcwgs-1-1.clmp.r2	Sin-APnd_006-Ex1-4C-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33746784.0	0.0	33-150	40.0	94.0905661563823	86.0484686185208	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_007-Ex1-4D-lcwgs-1-1.clmp.r1	Sin-APnd_007-Ex1-4D-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23213708.0	0.0	33-150	38.0	97.4338691122177	83.41752485212616	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_007-Ex1-4D-lcwgs-1-1.clmp.r2	Sin-APnd_007-Ex1-4D-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23213708.0	0.0	33-150	38.0	97.18122604561151	83.59466518662163	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_008-Ex1-4E-lcwgs-1-1.clmp.r1	Sin-APnd_008-Ex1-4E-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14173938.0	0.0	33-150	39.0	95.93048403520757	85.11943646148303	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_008-Ex1-4E-lcwgs-1-1.clmp.r2	Sin-APnd_008-Ex1-4E-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14173938.0	0.0	33-150	39.0	95.75241032369449	85.3458326119389	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_009-Ex1-4F-lcwgs-1-1.clmp.r1	Sin-APnd_009-Ex1-4F-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14911696.0	0.0	33-150	41.0	97.52801742021259	82.95462829982586	pass	warn	warn	pass	warn	pass	pass	warn	pass	pass	pass
Sin-APnd_009-Ex1-4F-lcwgs-1-1.clmp.r2	Sin-APnd_009-Ex1-4F-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14911696.0	0.0	33-150	41.0	97.35482035191066	83.15286953274799	pass	pass	fail	pass	pass	pass	pass	warn	pass	warn	pass
Sin-APnd_010-Ex1-4G-lcwgs-1-1.clmp.r1	Sin-APnd_010-Ex1-4G-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20354592.0	0.0	33-150	39.0	96.21028198939557	85.00969746777533	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_010-Ex1-4G-lcwgs-1-1.clmp.r2	Sin-APnd_010-Ex1-4G-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20354592.0	0.0	33-150	39.0	96.03221235578272	85.22881195555283	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_011-Ex1-4H-lcwgs-1-1.clmp.r1	Sin-APnd_011-Ex1-4H-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13627460.0	0.0	33-150	39.0	96.87861745637719	81.90957441812341	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_011-Ex1-4H-lcwgs-1-1.clmp.r2	Sin-APnd_011-Ex1-4H-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13627460.0	0.0	33-150	39.0	96.76907999019865	82.14130402877718	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_012-Ex1-5A-lcwgs-1-1.clmp.r1	Sin-APnd_012-Ex1-5A-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2545408.0	0.0	33-150	38.0	96.85452284408387	84.33350724127527	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_012-Ex1-5A-lcwgs-1-1.clmp.r2	Sin-APnd_012-Ex1-5A-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2545408.0	0.0	33-150	38.0	96.91619280481738	84.52851605715075	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_013-Ex1-5B-lcwgs-1-1.clmp.r1	Sin-APnd_013-Ex1-5B-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21122315.0	0.0	33-150	39.0	96.54590411465563	80.3336251731877	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_013-Ex1-5B-lcwgs-1-1.clmp.r2	Sin-APnd_013-Ex1-5B-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21122315.0	0.0	33-150	39.0	96.23400400390929	80.55399150140504	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_014-Ex1-5C-lcwgs-1-1.clmp.r1	Sin-APnd_014-Ex1-5C-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14385905.0	0.0	33-150	38.0	96.97835767190168	78.98392259645813	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_014-Ex1-5C-lcwgs-1-1.clmp.r2	Sin-APnd_014-Ex1-5C-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14385905.0	0.0	33-150	38.0	96.87951252128948	79.17689432816357	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_015-Ex1-5D-lcwgs-1-1.clmp.r1	Sin-APnd_015-Ex1-5D-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9607505.0	0.0	33-150	38.0	97.27832696339958	81.10550533150906	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_015-Ex1-5D-lcwgs-1-1.clmp.r2	Sin-APnd_015-Ex1-5D-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9607505.0	0.0	33-150	38.0	97.23640952697899	81.29088270055546	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_016-Ex1-5E-lcwgs-1-1.clmp.r1	Sin-APnd_016-Ex1-5E-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8513278.0	0.0	33-150	38.0	97.55421986756859	76.59133661557863	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_016-Ex1-5E-lcwgs-1-1.clmp.r2	Sin-APnd_016-Ex1-5E-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8513278.0	0.0	33-150	38.0	97.48949880818144	76.80335212828713	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_017-Ex1-5F-lcwgs-1-1.clmp.r1	Sin-APnd_017-Ex1-5F-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10625779.0	0.0	33-150	39.0	97.20152507262382	79.72721529405044	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_017-Ex1-5F-lcwgs-1-1.clmp.r2	Sin-APnd_017-Ex1-5F-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10625779.0	0.0	33-150	39.0	97.04923190753631	79.92608767790108	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_018-Ex1-5G-lcwgs-1-1.clmp.r1	Sin-APnd_018-Ex1-5G-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19020618.0	0.0	33-150	38.0	97.56732543432375	80.7002981185995	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_018-Ex1-5G-lcwgs-1-1.clmp.r2	Sin-APnd_018-Ex1-5G-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19020618.0	0.0	33-150	38.0	97.34070126811952	80.87947053034765	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_019-Ex1-5H-lcwgs-1-1.clmp.r1	Sin-APnd_019-Ex1-5H-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14280690.0	0.0	33-150	38.0	96.37136924190726	81.90236704248885	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_019-Ex1-5H-lcwgs-1-1.clmp.r2	Sin-APnd_019-Ex1-5H-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14280690.0	0.0	33-150	38.0	96.13189881874771	82.10575630449229	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_020-Ex1-6A-lcwgs-1-1.clmp.r1	Sin-APnd_020-Ex1-6A-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13370394.0	0.0	33-150	38.0	93.82009109426177	81.22521610058762	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_020-Ex1-6A-lcwgs-1-1.clmp.r2	Sin-APnd_020-Ex1-6A-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13370394.0	0.0	33-150	39.0	93.84036562892322	81.49513417480442	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_021-Ex1-6B-lcwgs-1-1.clmp.r1	Sin-APnd_021-Ex1-6B-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17596798.0	0.0	33-150	39.0	93.81631917277626	86.81323005469518	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_021-Ex1-6B-lcwgs-1-1.clmp.r2	Sin-APnd_021-Ex1-6B-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17596798.0	0.0	33-150	40.0	93.66938149086333	87.09965159570508	pass	pass	fail	pass	pass	fail	pass	warn	pass	warn	pass
Sin-APnd_022-Ex1-6C-lcwgs-1-1.clmp.r1	Sin-APnd_022-Ex1-6C-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9131286.0	0.0	33-150	39.0	95.6454271630213	86.05044054035763	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_022-Ex1-6C-lcwgs-1-1.clmp.r2	Sin-APnd_022-Ex1-6C-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9131286.0	0.0	33-150	39.0	95.64369076244076	86.28875779380911	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_023-Ex1-6D-lcwgs-1-1.clmp.r1	Sin-APnd_023-Ex1-6D-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13442718.0	0.0	33-150	40.0	93.86581154260027	87.42130505155282	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_023-Ex1-6D-lcwgs-1-1.clmp.r2	Sin-APnd_023-Ex1-6D-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13442718.0	0.0	33-150	40.0	93.57942285885147	87.67367083055673	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_024-Ex1-6E-lcwgs-1-1.clmp.r1	Sin-APnd_024-Ex1-6E-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3209712.0	0.0	33-150	39.0	97.28637893063372	82.73354525265819	pass	warn	warn	pass	warn	warn	pass	warn	pass	pass	pass
Sin-APnd_024-Ex1-6E-lcwgs-1-1.clmp.r2	Sin-APnd_024-Ex1-6E-lcwgs-1-1.clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3209712.0	0.0	33-150	39.0	97.30403022052421	82.9855672409238	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	pass
Sin-APnd_025-Ex1-6F-lcwgs-1-1.clmp.r1	Sin-APnd_025-Ex1-6F-lcwgs-1-1.clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19272547.0	0.0	33-150	38.0	97.29474766490037	83.23484820143388	pass	warn	warn	pass	warn	pass	pass	warn	pass	pass	pass
